Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,0,Travel_Rarely,993,Research & Development,25,4,Medical,2,Male,93,3,2,Healthcare Representative,1,Married,8547,8401,6,No,22,4,1,0,6,0,2,3,0,0,1
30,1,Travel_Frequently,475,Research & Development,11,3,Medical,1,Female,65,3,2,Manufacturing Director,2,Married,8564,7956,0,No,20,4,4,0,6,1,3,6,6,3,3
48,0,Travel_Rarely,1269,Research & Development,29,3,Medical,2,Male,98,3,5,Research Director,3,Married,19283,11141,1,No,14,3,1,0,20,3,3,20,19,5,3
53,1,Travel_Frequently,688,Research & Development,7,2,Medical,3,Male,71,4,4,Manager,4,Divorced,15501,8792,3,Yes,20,4,1,0,12,3,3,4,2,4,1
49,0,Travel_Frequently,405,Research & Development,27,3,Life Sciences,3,Male,41,2,3,Manufacturing Director,3,Married,12678,4654,3,No,11,3,4,1,13,5,2,1,0,0,0
20,1,Travel_Rarely,1497,Sales,11,5,Life Sciences,3,Female,71,3,2,Sales Executive,2,Married,8260,20734,7,Yes,15,3,3,0,4,3,3,4,3,3,0
39,1,Travel_Rarely,712,Sales,9,3,Marketing,1,Female,57,1,4,Manager,2,Single,15923,4172,1,No,17,3,1,0,19,3,3,4,2,1,0
33,0,Travel_Rarely,809,Sales,4,4,Life Sciences,4,Female,41,4,1,Sales Representative,3,Married,5103,15648,4,No,23,4,2,1,5,4,3,2,1,2,2
51,0,Travel_Rarely,425,Sales,23,4,Marketing,4,Male,54,2,2,Sales Executive,1,Married,8600,9774,3,No,16,3,4,1,9,3,3,7,7,7,4
46,1,Travel_Frequently,808,Research & Development,11,3,Other,4,Male,49,4,1,Research Scientist,3,Single,4887,5144,2,No,17,3,4,0,2,4,2,2,0,1,0
57,1,Travel_Rarely,538,Research & Development,13,4,Life Sciences,1,Female,40,2,2,Manufacturing Director,4,Married,8406,12905,6,No,20,4,1,3,7,4,3,1,1,1,0
38,1,Travel_Frequently,819,Sales,27,2,Other,4,Male,42,1,1,Sales Representative,4,Married,5399,10792,4,No,23,4,4,0,3,3,3,2,2,2,0
23,1,Travel_Frequently,721,Research & Development,23,3,Technical Degree,3,Male,80,2,1,Research Scientist,4,Married,4978,16693,3,Yes,20,4,3,0,4,3,1,2,0,2,1
57,1,Travel_Rarely,1301,Research & Development,25,3,Medical,3,Female,90,3,1,Research Scientist,2,Single,5177,6386,3,Yes,18,3,1,1,2,2,3,2,2,1,1
46,0,Travel_Rarely,541,Research & Development,4,3,Medical,3,Male,35,2,1,Research Scientist,3,Divorced,5182,23061,6,No,22,4,3,1,3,0,2,2,1,1,0
56,0,Travel_Rarely,521,Research & Development,27,3,Life Sciences,4,Male,66,1,5,Manager,2,Divorced,18821,18288,2,No,22,4,3,0,16,0,3,5,3,5,1
23,0,Travel_Rarely,296,Research & Development,10,4,Life Sciences,3,Male,71,3,2,Healthcare Representative,4,Single,8726,5124,5,No,21,4,3,0,5,2,3,1,0,1,0
34,0,Travel_Rarely,433,Research & Development,12,3,Technical Degree,3,Male,44,3,2,Manufacturing Director,2,Married,9127,11030,2,No,16,3,4,2,8,4,2,3,0,3,2
56,0,Travel_Rarely,1215,Research & Development,25,2,Technical Degree,1,Male,80,3,2,Laboratory Technician,2,Married,8418,3079,1,No,21,4,2,1,6,3,4,1,1,1,0
51,0,Travel_Frequently,1270,Research & Development,16,5,Other,1,Male,64,3,1,Research Scientist,1,Single,5238,11190,1,No,15,3,1,1,3,3,3,3,0,1,2
43,0,Travel_Rarely,627,Research & Development,23,2,Technical Degree,4,Female,57,3,3,Manufacturing Director,3,Single,11961,14271,6,No,13,3,1,1,8,2,2,2,2,2,1
41,0,Travel_Rarely,446,Sales,11,3,Marketing,2,Male,35,3,2,Sales Executive,3,Married,8639,11562,6,No,19,3,1,1,8,3,3,4,1,2,2
40,1,Travel_Frequently,245,Sales,28,3,Marketing,2,Male,93,1,2,Sales Executive,3,Single,8930,11456,2,Yes,14,3,2,0,9,2,3,2,2,2,0
20,0,Travel_Frequently,972,Research & Development,19,4,Life Sciences,3,Female,77,2,4,Research Director,2,Married,14369,19898,5,No,17,3,2,1,8,3,2,7,1,1,0
37,0,Travel_Rarely,290,Research & Development,9,2,Life Sciences,2,Female,38,2,3,Healthcare Representative,3,Single,11695,15277,8,No,15,3,4,2,7,0,3,5,4,3,1
32,0,Non-Travel,1136,Research & Development,22,3,Other,2,Male,99,4,5,Research Director,3,Divorced,18564,13970,0,No,20,4,4,0,14,2,2,9,1,3,6
39,0,Travel_Rarely,694,Sales,24,4,Life Sciences,4,Male,71,2,5,Manager,4,Single,19183,11488,5,No,25,4,1,0,21,5,3,19,16,15,14
29,0,Travel_Rarely,1182,Sales,17,3,Life Sciences,2,Female,38,2,2,Sales Executive,2,Divorced,8211,5968,7,No,23,4,1,2,6,3,2,2,0,1,2
23,1,Travel_Frequently,710,Research & Development,7,3,Medical,1,Male,43,3,2,Manufacturing Director,3,Divorced,8445,2446,2,Yes,23,4,1,1,5,5,3,1,0,1,0
43,1,Non-Travel,433,Research & Development,18,3,Medical,2,Male,60,2,1,Laboratory Technician,4,Married,5235,5775,1,No,23,4,2,0,5,2,3,4,0,4,0
46,1,Travel_Rarely,1192,Research & Development,21,4,Life Sciences,4,Female,49,4,1,Research Scientist,3,Married,5324,16783,0,No,13,3,1,3,5,1,2,5,1,5,5
24,1,Travel_Rarely,327,Sales,29,2,Marketing,1,Male,89,3,1,Sales Representative,4,Married,5104,20749,0,No,12,3,3,1,5,1,2,5,1,2,2
32,1,Travel_Frequently,981,Research & Development,18,4,Life Sciences,1,Female,58,3,5,Manager,3,Married,17951,21348,3,No,20,4,4,3,14,2,3,6,5,1,0
31,0,Non-Travel,1281,Human Resources,22,2,Medical,2,Male,47,1,4,Manager,1,Divorced,15409,22214,2,No,20,4,3,0,13,2,2,6,2,3,5
44,1,Non-Travel,270,Sales,29,1,Medical,4,Female,46,2,1,Sales Representative,1,Single,5703,13962,0,No,17,3,3,1,5,6,3,4,2,4,1
34,0,Travel_Rarely,560,Sales,18,3,Other,3,Female,36,3,2,Sales Executive,4,Married,8809,5918,0,No,22,4,3,0,9,6,2,3,1,1,0
55,0,Travel_Frequently,1124,Research & Development,6,3,Life Sciences,4,Female,90,2,3,Manufacturing Director,3,Married,12316,24797,1,No,14,3,1,2,12,3,2,7,2,1,7
26,1,Travel_Rarely,1322,Sales,15,2,Other,3,Male,42,3,1,Sales Representative,3,Single,4813,17630,1,No,19,3,2,0,2,3,3,2,1,2,1
45,0,Travel_Rarely,760,Research & Development,8,2,Life Sciences,3,Female,47,2,2,Laboratory Technician,4,Single,8540,14982,7,Yes,23,4,2,1,7,3,2,1,0,0,1
37,0,Travel_Rarely,191,Sales,18,3,Marketing,3,Male,78,3,2,Sales Executive,1,Married,9185,24865,8,No,15,3,2,1,10,2,3,3,1,3,1
38,0,Travel_Rarely,1257,Research & Development,3,5,Other,4,Female,45,3,2,Research Scientist,2,Married,8759,6243,7,No,17,3,3,1,4,3,1,1,0,1,1
45,0,Travel_Rarely,890,Research & Development,26,4,Medical,3,Male,77,3,1,Research Scientist,4,Married,5004,7499,8,No,12,3,3,0,3,2,3,2,0,1,1
22,0,Travel_Rarely,746,Research & Development,6,3,Other,1,Female,88,2,1,Laboratory Technician,4,Married,5715,13332,4,No,21,4,3,0,4,2,2,4,2,3,2
24,1,Travel_Rarely,982,Sales,21,4,Marketing,4,Female,30,4,2,Sales Executive,4,Single,9057,8923,0,Yes,17,3,2,0,6,3,2,4,1,0,1
40,0,Travel_Rarely,335,Research & Development,8,3,Medical,3,Female,79,1,2,Healthcare Representative,2,Divorced,9053,10669,5,No,17,3,3,1,7,5,2,2,0,0,1
28,0,Travel_Rarely,855,Research & Development,26,1,Medical,3,Male,77,1,4,Manager,2,Married,15324,11513,1,No,21,4,3,0,10,2,2,7,7,0,2
51,0,Travel_Rarely,276,Human Resources,7,3,Medical,4,Female,40,2,1,Human Resources,3,Married,5235,18577,4,No,20,4,1,0,3,3,3,2,1,1,0
32,0,Travel_Rarely,797,Sales,16,3,Medical,4,Female,31,1,1,Sales Representative,3,Single,5690,19515,2,Yes,22,4,4,2,3,3,3,2,0,2,0
31,0,Travel_Rarely,999,Research & Development,28,4,Technical Degree,1,Female,40,3,4,Research Director,1,Married,15376,9787,3,No,20,4,4,1,13,5,2,8,6,7,2
40,0,Travel_Rarely,1435,Research & Development,29,5,Life Sciences,4,Female,98,3,4,Research Director,2,Single,14583,2877,5,Yes,12,3,1,1,8,3,3,4,0,3,4
33,1,Travel_Rarely,672,Research & Development,19,2,Other,4,Female,82,3,4,Manager,1,Single,15120,6753,3,No,21,4,2,1,11,5,2,2,0,2,1
53,1,Travel_Rarely,158,Sales,20,2,Marketing,3,Male,97,2,2,Sales Executive,2,Single,8432,20646,6,No,12,3,2,0,5,5,1,2,0,1,1
50,1,Travel_Rarely,807,Research & Development,15,4,Technical Degree,3,Male,73,4,2,Manufacturing Director,2,Divorced,8468,9865,0,No,17,3,3,0,5,2,3,1,1,0,1
42,1,Travel_Frequently,493,Human Resources,18,2,Human Resources,3,Male,39,3,1,Human Resources,4,Married,5352,3381,8,No,21,4,2,0,4,6,1,2,1,0,2
27,0,Non-Travel,1389,Research & Development,26,2,Technical Degree,3,Female,35,3,1,Research Scientist,3,Married,5419,23376,0,Yes,17,3,1,3,3,2,3,1,1,0,0
35,1,Travel_Frequently,783,Human Resources,18,3,Other,4,Male,85,3,1,Human Resources,4,Single,5979,26502,5,Yes,17,3,3,0,5,2,3,3,0,2,0
42,0,Travel_Rarely,303,Sales,27,3,Life Sciences,1,Female,97,2,3,Sales Executive,3,Married,11928,21159,6,No,23,4,3,0,10,2,3,6,2,6,0
33,1,Travel_Frequently,1170,Research & Development,23,3,Life Sciences,2,Female,88,3,1,Laboratory Technician,4,Single,5540,23437,4,No,17,3,3,0,4,3,3,1,1,1,0
51,0,Travel_Frequently,508,Research & Development,2,3,Technical Degree,1,Male,57,3,2,Laboratory Technician,2,Married,9059,25755,3,No,12,3,4,1,6,3,2,2,0,1,1
42,0,Travel_Rarely,218,Research & Development,12,4,Medical,4,Male,63,1,4,Research Director,4,Divorced,15902,2709,2,No,12,3,3,1,19,3,3,17,3,6,8
53,0,Travel_Rarely,816,Sales,10,2,Life Sciences,1,Female,50,3,1,Sales Representative,2,Married,5791,12775,5,Yes,16,3,2,1,3,6,3,3,3,0,3
22,0,Travel_Rarely,934,Research & Development,13,4,Other,4,Female,89,3,5,Research Director,3,Married,17938,20827,5,No,18,3,2,0,10,5,1,4,1,3,3
32,0,Travel_Rarely,546,Research & Development,16,3,Life Sciences,1,Female,61,2,4,Research Director,3,Divorced,14669,12771,6,No,19,3,4,0,11,1,2,2,2,2,2
31,0,Travel_Rarely,578,Research & Development,2,4,Life Sciences,3,Female,93,3,1,Research Scientist,1,Married,5604,12889,5,No,25,4,3,0,3,2,3,3,0,2,1
37,0,Travel_Rarely,837,Research & Development,27,4,Medical,3,Male,82,2,5,Manager,4,Divorced,19387,24414,5,No,20,4,3,0,19,3,2,7,1,6,4
48,0,Travel_Rarely,770,Sales,11,1,Medical,3,Male,57,3,1,Sales Representative,4,Married,5190,4944,0,No,19,3,4,1,4,3,4,4,2,1,2
21,1,Travel_Rarely,1384,Sales,10,2,Other,2,Female,44,4,2,Sales Executive,2,Divorced,7925,2122,5,No,11,3,4,0,4,0,4,1,0,0,1
50,0,Travel_Rarely,1394,Human Resources,27,2,Medical,4,Male,55,3,4,Manager,3,Divorced,15576,22981,1,No,14,3,3,0,13,2,2,5,3,1,5
41,0,Travel_Rarely,382,Sales,21,3,Other,2,Male,87,3,2,Sales Executive,2,Married,9072,22269,6,Yes,12,3,1,1,7,3,3,7,4,4,1
20,1,Travel_Rarely,204,Research & Development,21,4,Other,4,Male,32,3,1,Laboratory Technician,1,Married,5177,6141,4,No,17,3,4,0,2,2,3,1,0,0,0
45,0,Travel_Rarely,1338,Research & Development,19,2,Technical Degree,1,Female,88,3,1,Laboratory Technician,3,Single,5077,15350,1,No,13,3,4,0,4,2,2,1,1,0,1
52,0,Travel_Rarely,1495,Research & Development,28,3,Life Sciences,3,Female,82,1,1,Laboratory Technician,4,Single,5008,7795,5,No,14,3,2,1,4,5,3,1,0,1,0
35,1,Travel_Rarely,594,Sales,22,2,Life Sciences,3,Female,80,3,1,Sales Representative,1,Married,5753,12195,2,Yes,12,3,3,0,3,2,2,2,1,2,0
56,0,Travel_Rarely,434,Sales,10,4,Medical,4,Male,33,2,2,Sales Executive,3,Single,8456,15041,5,Yes,19,3,3,1,8,1,3,5,1,5,0
30,0,Non-Travel,678,Sales,20,4,Life Sciences,4,Male,59,2,5,Manager,2,Single,17988,4161,8,No,22,4,3,0,12,3,4,2,0,1,0
49,0,Travel_Rarely,1285,Research & Development,3,4,Medical,2,Male,59,1,2,Laboratory Technician,1,Married,8984,13334,7,No,25,4,1,0,5,2,3,5,5,4,1
32,0,Travel_Rarely,1452,Research & Development,12,3,Medical,3,Female,49,3,1,Research Scientist,3,Married,5678,17847,7,No,19,3,1,2,3,3,1,1,0,1,1
27,1,Travel_Rarely,1074,Sales,29,3,Other,4,Female,42,3,4,Manager,4,Married,14933,13675,0,Yes,11,3,2,0,9,3,3,8,4,4,4
37,0,Travel_Rarely,873,Research & Development,6,2,Medical,4,Male,55,4,5,Manager,1,Divorced,17745,22390,5,No,22,4,3,1,10,3,3,7,5,4,1
42,0,Travel_Rarely,1495,Research & Development,15,3,Life Sciences,4,Female,34,4,1,Laboratory Technician,4,Married,5228,15122,2,Yes,21,4,1,0,4,2,3,2,2,0,2
20,0,Travel_Rarely,854,Sales,16,2,Marketing,3,Female,31,4,4,Manager,4,Single,14363,22119,0,Yes,17,3,4,3,8,6,3,1,0,1,1
59,1,Non-Travel,175,Research & Development,26,4,Medical,3,Female,95,2,2,Manufacturing Director,1,Married,9098,20733,7,No,16,3,4,0,7,6,2,4,3,4,0
40,0,Travel_Rarely,1440,Human Resources,5,5,Medical,3,Male,67,3,1,Human Resources,2,Married,4954,19043,4,No,12,3,4,1,2,2,1,1,1,0,1
45,0,Travel_Frequently,311,Research & Development,25,1,Technical Degree,3,Female,45,3,1,Research Scientist,3,Single,5945,15809,0,No,14,3,2,0,5,2,1,5,3,4,5
58,0,Travel_Rarely,552,Human Resources,23,1,Other,3,Female,89,3,4,Manager,4,Single,15189,25862,1,Yes,13,3,2,2,16,2,3,10,7,1,0
42,0,Travel_Rarely,425,Sales,26,3,Marketing,2,Male,63,3,5,Manager,3,Single,18830,2595,5,No,19,3,3,1,16,2,3,8,1,8,0
40,1,Non-Travel,1033,Research & Development,26,2,Life Sciences,1,Male,32,2,1,Laboratory Technician,3,Single,5628,8085,8,No,17,3,2,1,3,2,2,3,3,0,1
25,1,Travel_Rarely,1160,Sales,26,3,Medical,1,Male,55,2,4,Manager,2,Divorced,15213,26712,3,Yes,22,4,3,1,8,3,2,5,5,2,0
41,0,Travel_Frequently,982,Research & Development,4,4,Other,1,Male,57,3,4,Research Director,3,Divorced,16001,11719,5,No,12,3,2,1,19,2,3,2,2,1,1
56,1,Travel_Frequently,917,Sales,12,3,Life Sciences,1,Male,52,1,1,Sales Representative,1,Married,5379,3164,4,Yes,15,3,1,0,4,2,3,3,2,3,1
28,1,Travel_Rarely,470,Research & Development,17,4,Life Sciences,3,Female,35,3,2,Manufacturing Director,3,Single,8825,9450,0,Yes,12,3,1,0,10,1,2,1,1,0,1
57,0,Travel_Rarely,199,Sales,25,4,Medical,3,Female,34,1,5,Manager,4,Single,18855,2992,5,No,11,3,3,0,19,2,2,18,13,17,7
45,0,Travel_Rarely,1018,Research & Development,14,2,Technical Degree,4,Female,90,1,1,Laboratory Technician,2,Single,5774,24982,7,Yes,24,4,3,2,5,2,3,2,1,2,2
28,1,Travel_Rarely,204,Sales,19,4,Marketing,2,Male,77,2,1,Sales Representative,1,Divorced,5770,17051,2,Yes,16,3,2,2,5,4,1,5,2,5,0
48,1,Travel_Frequently,993,Sales,8,2,Marketing,2,Female,37,3,1,Sales Representative,1,Married,5684,26161,7,No,19,3,4,0,4,2,3,1,0,1,0
26,0,Travel_Rarely,372,Sales,2,3,Other,4,Female,62,3,1,Sales Representative,3,Single,5547,5758,1,No,24,4,4,1,3,3,3,1,0,1,1
28,1,Non-Travel,263,Research & Development,19,3,Life Sciences,3,Male,68,3,1,Research Scientist,1,Single,5629,12292,8,No,20,4,1,1,5,1,4,2,0,0,0
20,0,Travel_Rarely,1104,Research & Development,11,4,Life Sciences,4,Male,84,4,3,Healthcare Representative,3,Single,11453,23878,7,No,14,3,3,3,6,4,2,4,2,1,1
21,0,Travel_Rarely,1494,Research & Development,20,4,Medical,3,Male,76,2,5,Research Director,3,Married,17798,22454,4,No,17,3,3,0,10,3,3,5,1,2,5
58,0,Travel_Rarely,265,Research & Development,10,3,Medical,3,Male,67,3,1,Laboratory Technician,3,Married,5175,17540,0,No,23,4,4,1,3,5,3,1,1,1,1
31,1,Travel_Frequently,703,Research & Development,6,5,Technical Degree,3,Male,99,1,2,Research Scientist,2,Married,8400,16330,7,No,14,3,3,1,4,3,2,4,1,3,2
48,0,Non-Travel,1118,Research & Development,18,5,Medical,3,Male,67,3,4,Manager,2,Married,15442,25763,5,No,12,3,3,1,13,6,1,7,5,7,6
49,1,Travel_Rarely,693,Sales,27,4,Medical,4,Female,82,2,1,Sales Representative,3,Single,5222,8642,4,Yes,13,3,4,1,4,6,3,2,0,0,1
37,0,Non-Travel,1343,Research & Development,23,2,Technical Degree,4,Male,86,2,3,Manufacturing Director,2,Single,12146,12892,8,No,17,3,1,0,12,2,2,1,0,1,1
43,1,Travel_Rarely,1200,Sales,7,5,Medical,1,Male,95,2,1,Sales Representative,2,Divorced,5603,21965,2,No,21,4,4,0,2,5,2,1,0,0,1
26,0,Travel_Rarely,565,Sales,6,4,Life Sciences,4,Male,60,2,4,Manager,3,Single,14351,15750,4,No,24,4,1,1,8,3,3,2,2,0,0
36,1,Travel_Rarely,1189,Research & Development,13,3,Medical,2,Male,51,3,2,Research Scientist,3,Single,8752,12797,2,No,11,3,3,2,9,3,2,8,3,7,7
45,1,Travel_Rarely,654,Research & Development,3,2,Other,1,Male,52,2,1,Research Scientist,4,Married,5971,12394,5,No,20,4,3,2,5,3,3,3,0,0,1
20,0,Travel_Rarely,1264,Research & Development,16,3,Life Sciences,3,Male,47,3,4,Manager,4,Married,15100,13688,3,No,20,4,4,0,8,1,2,2,1,2,2
50,0,Travel_Rarely,938,Research & Development,3,1,Medical,3,Male,67,2,1,Research Scientist,4,Married,4942,21037,7,No,20,4,1,1,4,3,3,2,1,0,1
20,1,Non-Travel,686,Sales,20,2,Other,1,Female,80,2,2,Sales Executive,4,Single,8396,20218,5,No,23,4,2,1,4,3,1,4,4,1,1
58,0,Travel_Frequently,684,Research & Development,10,4,Technical Degree,3,Male,82,3,4,Research Director,3,Divorced,15109,15266,8,No,14,3,2,0,15,2,3,7,6,3,2
28,0,Travel_Rarely,799,Research & Development,15,2,Medical,2,Female,53,3,4,Manager,1,Divorced,14738,11719,0,Yes,14,3,4,2,10,3,3,6,5,4,4
32,0,Travel_Rarely,1086,Research & Development,25,4,Other,4,Female,35,4,3,Manufacturing Director,3,Single,12180,18246,7,No,12,3,4,0,14,6,4,6,0,6,6
52,0,Travel_Frequently,376,Research & Development,4,3,Life Sciences,2,Male,94,2,5,Manager,3,Divorced,18506,13139,6,No,22,4,4,0,12,3,1,8,5,4,1
53,1,Travel_Rarely,619,Sales,5,3,Life Sciences,2,Male,50,4,2,Sales Executive,2,Married,8621,8458,0,Yes,12,3,1,1,6,3,3,4,1,2,4
36,1,Travel_Frequently,1448,Sales,9,4,Life Sciences,4,Male,48,4,2,Sales Executive,4,Single,8329,23669,4,No,21,4,4,0,5,3,2,4,0,4,1
39,1,Travel_Frequently,765,Sales,10,3,Life Sciences,3,Male,85,3,2,Sales Executive,4,Single,8227,7909,8,Yes,19,3,3,2,6,6,3,1,1,0,0
55,0,Travel_Frequently,237,Research & Development,13,4,Life Sciences,2,Male,76,2,4,Research Director,2,Married,15581,4317,6,No,16,3,3,1,17,2,2,5,0,0,0
54,0,Travel_Rarely,598,Research & Development,22,2,Life Sciences,1,Female,38,3,5,Research Director,3,Divorced,19112,17037,5,No,24,4,3,0,17,2,3,3,2,3,2
30,0,Travel_Rarely,925,Sales,6,3,Medical,4,Male,48,1,2,Sales Executive,2,Married,8450,25408,5,No,23,4,3,1,4,0,3,4,3,0,4
21,0,Travel_Rarely,1182,Research & Development,1,4,Life Sciences,1,Female,78,2,4,Manager,4,Divorced,14763,4110,3,Yes,24,4,1,0,8,6,3,4,2,4,3
52,0,Travel_Rarely,1256,Human Resources,13,3,Medical,3,Female,84,2,4,Manager,3,Married,15642,26636,8,No,19,3,1,2,18,4,3,2,1,0,0
34,0,Travel_Rarely,428,Research & Development,10,3,Medical,3,Male,70,1,2,Manufacturing Director,1,Divorced,8831,15478,6,No,20,4,4,0,8,2,3,7,2,6,4
40,0,Travel_Rarely,463,Research & Development,18,4,Other,4,Male,41,3,4,Research Director,3,Divorced,14964,26977,3,No,24,4,1,1,11,2,4,3,3,0,1
39,0,Travel_Frequently,1469,Research & Development,3,4,Life Sciences,1,Male,87,2,5,Research Director,3,Single,18356,17704,1,Yes,25,4,4,0,16,3,3,9,5,1,0
33,0,Travel_Rarely,763,Research & Development,28,1,Other,4,Male,40,2,3,Manufacturing Director,4,Single,12193,8330,3,No,16,3,1,0,15,2,4,1,0,0,1
28,0,Travel_Rarely,730,Sales,15,2,Marketing,4,Male,96,1,2,Sales Executive,2,Single,9048,24257,6,No,21,4,4,1,10,2,3,7,1,0,1
31,0,Travel_Frequently,1357,Sales,12,4,Medical,3,Female,86,1,2,Sales Executive,4,Married,8085,2364,6,Yes,19,3,1,1,5,6,3,2,1,1,1
22,0,Travel_Rarely,965,Sales,6,3,Other,1,Male,67,2,3,Sales Executive,3,Single,11567,7329,3,No,22,4,2,0,6,3,2,3,1,2,1
51,0,Travel_Frequently,422,Research & Development,19,3,Medical,4,Female,31,1,2,Manufacturing Director,3,Single,8990,16328,3,No,19,3,4,0,5,3,3,5,0,3,3
54,1,Travel_Frequently,842,Research & Development,5,4,Medical,4,Female,52,4,1,Laboratory Technician,2,Divorced,5391,26111,6,Yes,23,4,1,1,2,3,3,1,1,0,0
55,0,Travel_Rarely,159,Research & Development,13,2,Life Sciences,2,Male,32,4,5,Research Director,4,Single,18267,21317,8,No,17,3,4,2,11,2,2,11,0,6,11
21,0,Non-Travel,484,Sales,15,2,Other,4,Male,99,4,4,Manager,4,Single,14369,22684,8,No,16,3,2,0,8,4,4,4,1,4,4
46,0,Travel_Frequently,668,Research & Development,7,1,Other,1,Male,78,3,5,Manager,3,Married,18457,7167,4,No,18,3,4,0,18,5,4,13,10,11,0
31,1,Travel_Rarely,1063,Sales,19,3,Marketing,2,Male,79,3,1,Sales Representative,1,Married,4756,2045,1,No,20,4,3,1,2,3,2,1,1,1,1
39,0,Travel_Rarely,1464,Research & Development,22,2,Other,3,Male,36,3,5,Research Director,2,Married,19157,26323,2,No,21,4,4,1,21,2,3,12,8,10,12
30,0,Travel_Rarely,761,Sales,6,3,Life Sciences,4,Male,87,4,1,Sales Representative,2,Married,5684,14791,2,Yes,22,4,1,3,5,3,3,5,1,0,3
56,1,Travel_Rarely,672,Research & Development,2,3,Life Sciences,2,Male,31,3,4,Manager,2,Married,16349,25729,5,No,12,3,2,0,20,2,2,19,6,8,18
35,0,Travel_Rarely,1306,Research & Development,14,2,Other,1,Female,86,2,4,Manager,4,Single,15415,10848,3,No,17,3,3,1,17,2,2,5,2,3,2
31,1,Travel_Rarely,390,Research & Development,10,3,Life Sciences,3,Female,93,2,2,Manufacturing Director,3,Divorced,8328,18884,7,Yes,20,4,1,1,7,2,3,3,1,2,1
22,1,Travel_Frequently,640,Research & Development,17,2,Life Sciences,3,Male,89,2,2,Manufacturing Director,4,Single,8166,24978,2,No,11,3,3,1,4,6,2,3,0,1,0
41,1,Travel_Rarely,663,Research & Development,23,4,Technical Degree,3,Male,63,2,1,Research Scientist,2,Married,5086,21867,8,No,13,3,2,2,2,3,1,1,1,1,1
52,0,Travel_Rarely,733,Sales,29,2,Other,2,Male,55,2,3,Sales Executive,3,Divorced,11881,13136,8,No,14,3,3,0,9,2,3,4,1,4,0
52,0,Travel_Rarely,997,Sales,20,3,Marketing,4,Male,50,3,3,Sales Executive,2,Single,11656,7778,0,No,19,3,4,0,7,2,3,6,4,2,1
51,0,Travel_Frequently,1076,Research & Development,1,1,Technical Degree,3,Male,66,4,4,Research Director,1,Divorced,14863,2632,7,Yes,11,3,1,1,11,3,3,3,2,2,1
45,1,Travel_Rarely,526,Sales,11,4,Medical,1,Female,88,3,1,Sales Representative,1,Married,5436,18480,3,No,13,3,2,1,3,2,3,1,1,1,1
28,0,Travel_Rarely,984,Sales,6,4,Marketing,1,Male,62,4,2,Sales Executive,4,Married,8689,25150,7,Yes,12,3,4,0,5,4,3,1,1,0,0
35,1,Travel_Frequently,492,Sales,22,2,Medical,3,Female,79,2,3,Sales Executive,4,Single,11939,13292,8,No,17,3,4,1,10,3,3,9,2,2,0
53,0,Travel_Rarely,1301,Sales,27,1,Life Sciences,3,Female,72,2,2,Sales Executive,3,Divorced,9387,3868,3,Yes,18,3,2,1,10,3,2,6,3,0,0
23,0,Travel_Rarely,868,Research & Development,17,3,Life Sciences,3,Female,32,1,5,Research Director,4,Single,17576,21171,0,No,13,3,4,3,10,3,3,8,1,7,3
49,1,Travel_Frequently,881,Sales,25,2,Medical,4,Male,97,3,5,Manager,1,Single,18098,13750,4,Yes,14,3,3,0,10,2,3,4,4,0,4
49,0,Travel_Rarely,1311,Research & Development,5,2,Life Sciences,3,Male,37,2,1,Research Scientist,3,Married,5106,17445,0,No,14,3,1,2,5,6,3,5,1,5,2
21,0,Travel_Rarely,575,Research & Development,16,3,Life Sciences,1,Female,67,3,4,Manager,4,Single,14554,3340,8,Yes,24,4,2,1,8,2,3,2,1,0,0
25,0,Travel_Frequently,784,Research & Development,22,3,Technical Degree,1,Female,42,3,4,Research Director,3,Divorced,14974,6233,4,No,12,3,4,1,8,3,2,3,2,1,2
59,0,Travel_Rarely,1298,Research & Development,28,4,Medical,3,Female,98,4,2,Manufacturing Director,2,Single,9344,20276,4,No,25,4,1,3,10,3,3,1,1,0,1
46,1,Travel_Rarely,1244,Research & Development,5,3,Technical Degree,3,Male,97,3,1,Research Scientist,1,Single,5711,10216,2,Yes,14,3,3,0,4,2,4,2,1,0,2
57,1,Travel_Rarely,1419,Research & Development,3,3,Technical Degree,1,Female,66,3,1,Research Scientist,4,Married,4959,2233,8,No,17,3,3,0,4,2,3,1,1,0,1
50,1,Travel_Frequently,1001,Research & Development,18,5,Other,2,Female,67,3,5,Research Director,4,Single,19143,23529,5,Yes,21,4,4,1,24,1,2,14,12,1,3
54,0,Travel_Rarely,1082,Research & Development,16,4,Technical Degree,2,Male,73,1,5,Manager,4,Married,18654,18626,0,No,23,4,3,0,21,2,3,15,4,3,2
42,0,Non-Travel,856,Research & Development,9,3,Other,1,Male,69,2,2,Manufacturing Director,3,Married,8866,13744,2,Yes,14,3,3,2,7,4,3,7,2,0,3
